"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,92.9,,
"FRA","France","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,74.8,,
"DEU","Germany","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,84.3,,
"GRC","Greece","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,72.2,,
"HUN","Hungary","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,60.9,,
"ISL","Iceland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,95.5,,
"IRL","Ireland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"ITA","Italy","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,66.1,,
"JPN","Japan","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,80.7,,
"KOR","Korea","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,70.1,,
"LUX","Luxembourg","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,78.4,,
"MEX","Mexico","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,48.2,,
"NLD","Netherlands","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,90.7,,
"NZL","New Zealand","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,79.7,,
"NOR","Norway","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,95.6,,
"POL","Poland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,75.7,,
"PRT","Portugal","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,84.2,,
"SVK","Slovak Republic","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,69.7,,
"ESP","Spain","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,87.1,,
"SWE","Sweden","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,88.6,,
"CHE","Switzerland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,90.6,,
"TUR","Turkey","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,69.4,,
"GBR","United Kingdom","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,81,,
"USA","United States","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,84.9,,
"BRA","Brazil","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,45.9,,
"CHL","Chile","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,55.1,,
"EST","Estonia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"ISR","Israel","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,76.8,,
"LVA","Latvia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,70.4,,
"RUS","Russia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,61,,
"SVN","Slovenia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,93,,
"ZAF","South Africa","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,43.8,,
"OECD","OECD - Total","PS_FSAFEN","Feeling safe walking alone at night","L","Value","MN","Men","PC","Percentage","0","Units",,,76.9,,
"AUS","Australia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,49.9,,
"AUT","Austria","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,77,,
"BEL","Belgium","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,61.1,,
"CAN","Canada","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,71.1,,
"CZE","Czech Republic","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,59.6,,
"DNK","Denmark","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,73.9,,
"FIN","Finland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,73.4,,
"FRA","France","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,64.9,,
"DEU","Germany","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,68,,
"GRC","Greece","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,52.1,,
"HUN","Hungary","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,42,,
"ISL","Iceland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,79.9,,
"IRL","Ireland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,66.5,,
"ITA","Italy","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,51.3,,
"JPN","Japan","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,61.4,,
"KOR","Korea","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,58,,
"LUX","Luxembourg","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,65.8,,
"MEX","Mexico","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,43.6,,
"NLD","Netherlands","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,71.9,,
"NZL","New Zealand","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,51.5,,
"NOR","Norway","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,79.6,,
"POL","Poland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,57.7,,
"PRT","Portugal","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,61.2,,
"SVK","Slovak Republic","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,51.2,,
"ESP","Spain","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,79.2,,
"SWE","Sweden","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,63.4,,
"CHE","Switzerland","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,77.7,,
"TUR","Turkey","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,52,,
"GBR","United Kingdom","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,73.9,,
"USA","United States","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,63.3,,
"BRA","Brazil","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,29.2,,
"CHL","Chile","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,47.3,,
"EST","Estonia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,59.1,,
"ISR","Israel","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,63.8,,
"LVA","Latvia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,52.9,,
"RUS","Russia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,45.3,,
"SVN","Slovenia","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,76.6,,
"ZAF","South Africa","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,28.9,,
"OECD","OECD - Total","PS_FSAFEN","Feeling safe walking alone at night","L","Value","WMN","Women","PC","Percentage","0","Units",,,60.8,,
"AUS","Australia","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.1,"E","Estimated value"
"AUT","Austria","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,1,,
"BEL","Belgium","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.3,,
"CAN","Canada","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.2,,
"CZE","Czech Republic","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.6,,
"DNK","Denmark","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.6,,
"FIN","Finland","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.5,,
"FRA","France","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.5,,
"DEU","Germany","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.1,,
"GRC","Greece","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.5,,
"HUN","Hungary","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.3,,
"ISL","Iceland","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0,,
"IRL","Ireland","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.1,,
"ITA","Italy","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.6,,
"JPN","Japan","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.4,,
"KOR","Korea","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"LUX","Luxembourg","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0,,
"MEX","Mexico","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.2,,
"NLD","Netherlands","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0,,
"NZL","New Zealand","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.3,"E","Estimated value"
"NOR","Norway","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0,,
"POL","Poland","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.7,,
"PRT","Portugal","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,1,,
"SVK","Slovak Republic","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.4,,
"ESP","Spain","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.1,,
"SWE","Sweden","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0,,
"CHE","Switzerland","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.5,,
"GBR","United Kingdom","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.4,,
"USA","United States","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.1,,
"BRA","Brazil","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.7,,
"CHL","Chile","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,9.4,,
"EST","Estonia","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.9,,
"ISR","Israel","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.4,"E","Estimated value"
"LVA","Latvia","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,12.9,,
"RUS","Russia","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,13.8,,
"SVN","Slovenia","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.3,,
"ZAF","South Africa","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,37,,
"OECD","OECD - Total","HO_BASE","Dwellings without basic facilities","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.1,,
"AUS","Australia","HO_BASE","Dwellings without basic facilities","L","Value","MN","Men","PC","Percentage","0","Units",,,1.1,"E","Estimated value"
"AUT","Austria","HO_BASE","Dwellings without basic facilities","L","Value","MN","Men","PC","Percentage","0","Units",,,1,"E","Estimated value"
"BEL","Belgium","HO_BASE","Dwellings without basic facilities","L","Value","MN","Men","PC","Percentage","0","Units",,,2.3,"E","Estimated value"
"CAN","Canada","HO_BASE","Dwellings without basic facilities","L","Value","MN","Men","PC","Percentage","0","Units",,,0.2,"E","Estimated value"
"CZE","Czech Republic","HO_BASE","Dwellings without basic facilities","L","Value","MN","Men","PC","Percentage","0","Units",,,0.6,"E","Estimated value"
